accession,evidence,location,MANUAL_MAP
Q6F5E8,ECO:0000269,Cell membrane,Cell.membrane
Q8ND23,ECO:0000269,Cytoplasm,Cytoplasm
Q8ND23,ECO:0000269,Cell membrane,Cell.membrane
Q8IRY7,ECO:0000269,Cytoplasm,Cytoplasm
Q9JHX4,ECO:0000269,Cytoplasm,Cytoplasm
Q9JHX4,ECO:0000269,Nucleus,Nucleus
Q9I9L7,ECO:0000269,Cytoplasm,Cytoplasm
Q504J1,ECO:0000269,Cytoplasm,Cytoplasm
P25774,ECO:0000269,Lysosome,Lysosome/Vacuole
P25774,ECO:0000269,Secreted,Extracellular
P25774,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
P06115,ECO:0000269,Cytoplasm,Cytoplasm
B2GUZ5,ECO:0000269,Cytoplasm,Cytoplasm
Q9SHR7,ECO:0000269,Plastid,Plastid
O60108,ECO:0000269,Nucleus,Nucleus
O60108,ECO:0000269,Chromosome,Nucleus
O43089,ECO:0000269,Mitochondrion,Mitochondrion
P07253,ECO:0000269,Mitochondrion,Mitochondrion
Q8CDK2,ECO:0000269,Cytoplasm,Cytoplasm
Q8CDP0,ECO:0000269,Cytoplasm,Cytoplasm
Q96MI9,ECO:0000269,Cytoplasm,Cytoplasm
Q8NDL9,ECO:0000269,Nucleus,Nucleus
Q8NDL9,ECO:0000269,Cytoplasm,Cytoplasm
Q09M02,ECO:0000269,Cytoplasm,Cytoplasm
Q09M02,ECO:0000269,Nucleus,Nucleus
Q5VU57,ECO:0000269,Cytoplasm,Cytoplasm
Q5VU57,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q09LZ8,ECO:0000269,Cytoplasm,Cytoplasm
Q54QT7,ECO:0000269,Cytoplasm,Cytoplasm
Q90240,ECO:0000269,Cell membrane,Cell.membrane
P83916,ECO:0000269,Nucleus,Nucleus
Q14781,ECO:0000269,Nucleus,Nucleus
Q14781,ECO:0000269,Chromosome,Nucleus
P30658,ECO:0000269,Nucleus speckle,Nucleus
P30658,ECO:0000269,Chromosome,Nucleus
P23198,ECO:0000269,Nucleus,Nucleus
O00257,ECO:0000269,Nucleus,Nucleus
O00257,ECO:0000269,Nucleus speckle,Nucleus
P45973,ECO:0000269,Nucleus,Nucleus
P45973,ECO:0000269,Chromosome,Nucleus
O95503,ECO:0000269,Nucleus,Nucleus
O95503,ECO:0000269,Chromosome,Nucleus
Q9DBY5,ECO:0000269,Nucleus,Nucleus
Q9DBY5,ECO:0000269,Chromosome,Nucleus
O95931,ECO:0000269,Nucleus,Nucleus
Q8VDS3,ECO:0000269,Nucleus,Nucleus
Q8VDS3,ECO:0000269,Chromosome,Nucleus
Q9HC52,ECO:0000269,Nucleus,Nucleus
Q810U5,ECO:0000269,Cytoplasm,Cytoplasm
Q84KG5,ECO:0000269,Cytoplasm,Cytoplasm
Q10423,ECO:0000269,Mitochondrion,Mitochondrion
P78556,ECO:0000269,Secreted,Extracellular
O95389,ECO:0000269,Secreted,Extracellular
O95389,ECO:0000269,Mitochondrion,Mitochondrion
P43449,ECO:0000269,Nucleus,Nucleus
P20248,ECO:0000269,Nucleus,Nucleus
P20248,ECO:0000269,Cytoplasm,Cytoplasm
Q8N6Q3,ECO:0000269,Cell membrane,Cell.membrane
Q8N6Q3,ECO:0000269,Secreted,Extracellular
Q8R2S8,ECO:0000269,Cell membrane,Cell.membrane
P15391,ECO:0000269,Cell membrane,Cell.membrane
P25918,ECO:0000269,Cell membrane,Cell.membrane
P06126,ECO:0000269,Cell membrane,Cell.membrane
P29016,ECO:0000269,Cell membrane,Cell.membrane
P29016,ECO:0000269,Lysosome membrane,Lysosome/Vacuole
P16070,ECO:0000269,Cell membrane,Cell.membrane
P15379,ECO:0000269,Cell membrane,Cell.membrane
Q08722,ECO:0000269,Cell membrane,Cell.membrane
Q61735,ECO:0000269,Cell membrane,Cell.membrane
Q9GKE8,ECO:0000269,Cell membrane,Cell.membrane
Q9SCN8,ECO:0000269,Nucleus,Nucleus
P09326,ECO:0000269,Cell membrane,Cell.membrane
P18181,ECO:0000269,Cell membrane,Cell.membrane
P10252,ECO:0000269,Cell membrane,Cell.membrane
P26827,ECO:0000269,Secreted,Extracellular
P53197,ECO:0000269,Cytoplasm,Cytoplasm
P53197,ECO:0000269,Nucleus,Nucleus
Q9BYE9,ECO:0000269,Apical cell membrane,Cell.membrane
Q9BYE9,ECO:0000269,Cell junction,Cell.membrane
P0C1W7,ECO:0000269,Secreted,Extracellular
Q9C9U2,ECO:0000269,Nucleus,Nucleus
P29620,ECO:0000269,Nucleus,Nucleus
Q9C9M7,ECO:0000269,Cytoplasm,Cytoplasm
Q9C9M7,ECO:0000269,Nucleus,Nucleus
Q9LMT0,ECO:0000269,Nucleus,Nucleus
Q84TI6,ECO:0000269,Nucleus,Nucleus
Q9FGW5,ECO:0000269,Nucleus speckle,Nucleus
Q9FKW4,ECO:0000269,Cell membrane,Cell.membrane
Q6NLQ6,ECO:0000269,Nucleus,Nucleus
Q9C6P3,ECO:0000269,Cell membrane,Cell.membrane
Q9C6P3,ECO:0000269,Nucleus,Nucleus
Q9C6P3,ECO:0000269,Cytoplasm,Cytoplasm
Q6XBF8,ECO:0000269,Secreted,Extracellular
Q5ANA3,ECO:0000269,Cell membrane,Cell.membrane
Q6FK23,ECO:0000269,Cell membrane,Cell.membrane
P45968,ECO:0000269,Chromosome,Nucleus
P45968,ECO:0000269,Nucleus,Nucleus
Q19972,ECO:0000269,Nucleus inner membrane,Nucleus
P83413,ECO:0000269,Secreted,Extracellular
Q03654,ECO:0000269,Cytoplasm,Cytoplasm
Q03654,ECO:0000269,Nucleus,Nucleus
D3Z1D3,ECO:0000269,Cytoplasm,Cytoplasm
M0RD54,ECO:0000269,Cytoplasm,Cytoplasm
Q8AY29,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q8BI06,ECO:0000269,Membrane,Cell.membrane
Q6PRD7,ECO:0000269,Cytoplasm,Cytoplasm
Q6PRD7,ECO:0000269,Nucleus,Nucleus
Q9BYV8,ECO:0000269,Cytoplasm,Cytoplasm
Q99NF3,ECO:0000269,Cytoplasm,Cytoplasm
O95684,ECO:0000269,Cytoplasm,Cytoplasm
C8VIP3,ECO:0000269,Secreted,Extracellular
Q12798,ECO:0000269,Cytoplasm,Cytoplasm
Q8N1V2,ECO:0000269,Cytoplasm,Cytoplasm
A8J666,ECO:0000269,Cytoplasm,Cytoplasm
A8IF44,ECO:0000269,Cytoplasm,Cytoplasm
Q1LX78,ECO:0000269,Apical cell membrane,Cell.membrane
Q1LX78,ECO:0000269,Cell membrane,Cell.membrane
P13569,ECO:0000269,Apical cell membrane,Cell.membrane
P13569,ECO:0000269,Cell membrane,Cell.membrane
P13569,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P26361,ECO:0000269,Apical cell membrane,Cell.membrane
P26361,ECO:0000269,Cell membrane,Cell.membrane
H2L0H3,ECO:0000269,Cell membrane,Cell.membrane
H2L0H3,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
H2A0L4,ECO:0000269,Secreted,Extracellular
P85337,ECO:0000269,Secreted,Extracellular
P08252,ECO:0000269,Vacuole,Lysosome/Vacuole
A6QIG7,ECO:0000269,Secreted,Extracellular
Q9UNE7,ECO:0000269,Cytoplasm,Cytoplasm
Q9UNE7,ECO:0000269,Nucleus,Nucleus
Q7SAJ6,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O74787,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P29465,ECO:0000269,Cell membrane,Cell.membrane
O13394,ECO:0000269,Cell membrane,Cell.membrane
Q12114,ECO:0000269,Golgi apparatus,Golgi.apparatus
Q9Y375,ECO:0000269,Mitochondrion,Mitochondrion
O42636,ECO:0000269,Mitochondrion,Mitochondrion
O42637,ECO:0000269,Mitochondrion,Mitochondrion
Q9CQB5,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q9CQB5,ECO:0000269,Mitochondrion outer membrane,Mitochondrion
P0C7P0,ECO:0000269,Mitochondrion,Mitochondrion
P00890,ECO:0000269,Mitochondrion matrix,Mitochondrion
Q9LXS6,ECO:0000269,Peroxisome,Peroxisome
Q14008,ECO:0000269,Cytoplasm,Cytoplasm
Q14008,ECO:0000269,Chromosome,Nucleus
Q9PT63,ECO:0000269,Cytoplasm,Cytoplasm
P25859,ECO:0000269,Nucleus,Nucleus
Q0J4I1,ECO:0000269,Nucleus,Nucleus
Q0J4I1,ECO:0000269,Cytoplasm,Cytoplasm
P07231,ECO:0000269,Secreted,Extracellular
O22267,ECO:0000269,Cell membrane,Cell.membrane
Q22197,ECO:0000269,Nucleus,Nucleus
Q6K9N1,ECO:0000269,Nucleus,Nucleus
Q8BG22,ECO:0000269,Cell membrane,Cell.membrane
Q8BG22,ECO:0000269,Basal cell membrane,Cell.membrane
Q8BG22,ECO:0000269,Cell junction,Cell.membrane
Q9Y6N3,ECO:0000269,Secreted,Extracellular
O75508,ECO:0000269,Cell membrane,Cell.membrane
P56749,ECO:0000269,Cell membrane,Cell.membrane
D3ZQJ0,ECO:0000269,Cell junction,Cell.membrane
D3ZQJ0,ECO:0000269,Cell membrane,Cell.membrane
P22518,ECO:0000269,Nucleus,Nucleus
P49760,ECO:0000269,Nucleus,Nucleus
P49760,ECO:0000269,Nucleus speckle,Nucleus
O35491,ECO:0000269,Nucleus,Nucleus
O35491,ECO:0000269,Nucleus speckle,Nucleus
O35493,ECO:0000269,Nucleus,Nucleus
Q9FN42,ECO:0000269,Mitochondrion,Mitochondrion
Q9HBJ8,ECO:0000269,Cell membrane,Cell.membrane
Q9ESG4,ECO:0000269,Cell membrane,Cell.membrane
E3QFA7,ECO:0000269,Secreted,Extracellular
Q96AJ1,ECO:0000269,Nucleus,Nucleus
Q9Y471,ECO:0000269,Cytoplasm,Cytoplasm
Q61419,ECO:0000269,Cytoplasm,Cytoplasm
P97468,ECO:0000269,Cell membrane,Cell.membrane
A0A0D1DWQ2,ECO:0000269,Secreted,Extracellular
Q8N3K9,ECO:0000269,Cytoplasm,Cytoplasm
Q9NWQ9,ECO:0000269,Mitochondrion,Mitochondrion
A0A125S9F0,ECO:0000269,Secreted,Extracellular
Q22361,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q22361,ECO:0000269,Cell junction,Cell.membrane
Q93WX6,ECO:0000269,Plastid,Plastid
O95406,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O95406,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q9H4W6,ECO:0000269,Nucleus,Nucleus
P25953,ECO:0000269,Cell membrane,Cell.membrane
P25955,ECO:0000269,Cell membrane,Cell.membrane
P25955,ECO:0000269,Cell surface,Extracellular
P25956,ECO:0000269,Cell membrane,Cell.membrane
P25956,ECO:0000269,Cell surface,Extracellular
P25957,ECO:0000269,Cell membrane,Cell.membrane
P25957,ECO:0000269,Cell surface,Extracellular
P25958,ECO:0000269,Cell membrane,Cell.membrane
P25959,ECO:0000269,Cell membrane,Cell.membrane
P25959,ECO:0000269,Secreted,Extracellular
O32049,ECO:0000269,Cytoplasm,Cytoplasm
O94453,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
B0R6A7,ECO:0000269,Cell membrane,Cell.membrane
P0DL71,ECO:0000269,Secreted,Extracellular
O16844,ECO:0000269,Cytoplasm,Cytoplasm
P00395,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
P00420,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
P00423,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
P13073,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
O22914,ECO:0000269,Plastid,Plastid
Q9LZP9,ECO:0000269,Plastid,Plastid
Q9C9K2,ECO:0000269,Plastid,Plastid
P11712,ECO:0000269,Microsome membrane,Endoplasmic.reticulum
E9Q5K4,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
E9Q5K4,ECO:0000269,Microsome membrane,Endoplasmic.reticulum
Q6A152,ECO:0000269,Microsome membrane,Endoplasmic.reticulum
Q86W10,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q86W10,ECO:0000269,Microsome membrane,Endoplasmic.reticulum
Q64654,ECO:0000269,Microsome membrane,Endoplasmic.reticulum
Q7TN99,ECO:0000269,Cytoplasm,Cytoplasm
Q7TN99,ECO:0000269,Nucleus,Nucleus
Q7TN99,ECO:0000269,Cell junction,Cell.membrane
Q7TN98,ECO:0000269,Cytoplasm,Cytoplasm
Q7TN98,ECO:0000269,Cell junction,Cell.membrane
Q7TN98,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
Q967R6,ECO:0000269,Cell junction,Cell.membrane
O77475,ECO:0000269,Membrane,Cell.membrane
O77475,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
O77475,ECO:0000269,Cell membrane,Cell.membrane
C0HK89,ECO:0000269,Secreted,Extracellular
C0HK90,ECO:0000269,Secreted,Extracellular
C0HK91,ECO:0000269,Secreted,Extracellular
G5DBJ0,ECO:0000269,Plastid,Plastid
Q9BRF8,ECO:0000269,Cytoplasm,Cytoplasm
O49290,ECO:0000269,Plastid,Plastid
Q9SU30,ECO:0000269,Cytoplasm,Cytoplasm
Q9SU30,ECO:0000269,Nucleus,Nucleus
Q9UKF6,ECO:0000269,Nucleus,Nucleus
Q9VPT8,ECO:0000269,Nucleus,Nucleus
O43809,ECO:0000269,Nucleus,Nucleus
O43809,ECO:0000269,Cytoplasm,Cytoplasm
Q9CQF3,ECO:0000269,Nucleus,Nucleus
Q42512,ECO:0000269,Plastid,Plastid
G4YUT3,ECO:0000269,Secreted,Extracellular
P86503,ECO:0000269,Secreted,Extracellular
P62547,ECO:0000269,Secreted,Extracellular
P81251,ECO:0000269,Secreted,Extracellular
P81252,ECO:0000269,Secreted,Extracellular
Q19267,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q19267,ECO:0000269,Endoplasmic reticulum lumen,Endoplasmic.reticulum
Q6UXH1,ECO:0000269,Endoplasmic reticulum,Endoplasmic.reticulum
P27699,ECO:0000269,Nucleus,Nucleus
Q8BZQ2,ECO:0000269,Secreted,Extracellular
Q95XA8,ECO:0000269,Nucleus,Nucleus
Q95XA8,ECO:0000269,Cytoplasm,Cytoplasm
Q6UUV9,ECO:0000269,Cytoplasm,Cytoplasm
Q6UUV9,ECO:0000269,Nucleus,Nucleus
Q68ED7,ECO:0000269,Cytoplasm,Cytoplasm
Q68ED7,ECO:0000269,Nucleus,Nucleus
Q53ET0,ECO:0000269,Cytoplasm,Cytoplasm
Q53ET0,ECO:0000269,Nucleus,Nucleus
Q3U182,ECO:0000269,Cytoplasm,Cytoplasm
Q3U182,ECO:0000269,Nucleus,Nucleus
Q6UUV7,ECO:0000269,Nucleus,Nucleus
Q6UUV7,ECO:0000269,Cytoplasm,Cytoplasm
Q91X84,ECO:0000269,Nucleus,Nucleus
Q91X84,ECO:0000269,Cytoplasm,Cytoplasm
P95619,ECO:0000269,Cell membrane,Cell.membrane
Q9FVQ5,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
Q9FVQ5,ECO:0000269,Cell membrane,Cell.membrane
A0A452G813,ECO:0000269,Cell membrane,Cell.membrane
O94886,ECO:0000269,Lysosome membrane,Lysosome/Vacuole
Q91YT8,ECO:0000269,Cell membrane,Cell.membrane
Q3TWI9,ECO:0000269,Cell membrane,Cell.membrane
Q9XEA1,ECO:0000269,Cell membrane,Cell.membrane
P54475,ECO:0000269,Cytoplasm,Cytoplasm
Q9UNS2,ECO:0000269,Cytoplasm,Cytoplasm
Q9UNS2,ECO:0000269,Nucleus,Nucleus
Q9N359,ECO:0000269,Cytoplasm,Cytoplasm
Q9N359,ECO:0000269,Nucleus,Nucleus
P0A9X9,ECO:0000269,Cytoplasm,Cytoplasm
Q9FE29,ECO:0000269,Cell membrane,Cell.membrane
O23413,ECO:0000269,Cell membrane,Cell.membrane
Q8L8Z1,ECO:0000269,Cell membrane,Cell.membrane
Q8L9B5,ECO:0000269,Cell membrane,Cell.membrane
Q9SUP0,ECO:0000269,Cell membrane,Cell.membrane
Q05048,ECO:0000269,Nucleus,Nucleus
P33240,ECO:0000269,Nucleus,Nucleus
Q8BIQ5,ECO:0000269,Nucleus,Nucleus
Q8C7E9,ECO:0000269,Nucleus,Nucleus
C0HKY5,ECO:0000269,Secreted,Extracellular
P86264,ECO:0000269,Secreted,Extracellular
P0DPL7,ECO:0000269,Secreted,Extracellular
P0DPL4,ECO:0000269,Secreted,Extracellular
P0DPL5,ECO:0000269,Secreted,Extracellular
P0DPL6,ECO:0000269,Secreted,Extracellular
P0CI23,ECO:0000269,Secreted,Extracellular
P58808,ECO:0000269,Secreted,Extracellular
P58810,ECO:0000269,Secreted,Extracellular
P0CI22,ECO:0000269,Secreted,Extracellular
O14022,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
O14022,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
P58807,ECO:0000269,Secreted,Extracellular
Q99708,ECO:0000269,Nucleus,Nucleus
Q99708,ECO:0000269,Chromosome,Nucleus
Q6GNV6,ECO:0000269,Nucleus,Nucleus
O14098,ECO:0000269,Nucleus,Nucleus
P46962,ECO:0000269,Nucleus,Nucleus
Q9USJ8,ECO:0000269,Cytoplasm,Cytoplasm
Q9USJ8,ECO:0000269,Nucleus,Nucleus
Q9ZKJ5,ECO:0000269,Secreted,Extracellular
O14122,ECO:0000269,Cytoplasm,Cytoplasm
O14122,ECO:0000269,Nucleus,Nucleus
D3ZEF4,ECO:0000269,Cytoplasm,Cytoplasm
D3ZEF4,ECO:0000269,Golgi apparatus,Golgi.apparatus
P47050,ECO:0000269,Cytoplasm,Cytoplasm
P47050,ECO:0000269,Nucleus,Nucleus
Q8IWT3,ECO:0000269,Cytoplasm,Cytoplasm
Q80TT8,ECO:0000269,Cytoplasm,Cytoplasm
Q02113,ECO:0000269,Cell membrane,Cell.membrane
Q02113,ECO:0000269,Secreted,Extracellular
Q9P013,ECO:0000269,Nucleus,Nucleus
P80771,ECO:0000269,Secreted,Extracellular
P80809,ECO:0000269,Secreted,Extracellular
P80789,ECO:0000269,Secreted,Extracellular
P80835,ECO:0000269,Secreted,Extracellular
P80772,ECO:0000269,Secreted,Extracellular
P80836,ECO:0000269,Secreted,Extracellular
P80773,ECO:0000269,Secreted,Extracellular
P80810,ECO:0000269,Secreted,Extracellular
P80774,ECO:0000269,Secreted,Extracellular
P80811,ECO:0000269,Secreted,Extracellular
P80792,ECO:0000269,Secreted,Extracellular
P80775,ECO:0000269,Secreted,Extracellular
P80812,ECO:0000269,Secreted,Extracellular
P80793,ECO:0000269,Secreted,Extracellular
P80838,ECO:0000269,Secreted,Extracellular
P80776,ECO:0000269,Secreted,Extracellular
P80813,ECO:0000269,Secreted,Extracellular
P80839,ECO:0000269,Secreted,Extracellular
P80777,ECO:0000269,Secreted,Extracellular
P80814,ECO:0000269,Secreted,Extracellular
P0DQM9,ECO:0000269,Secreted,Extracellular
P86500,ECO:0000269,Secreted,Extracellular
P49238,ECO:0000269,Cell membrane,Cell.membrane
O34594,ECO:0000269,Cell membrane,Cell.membrane
Q9BQA9,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P00158,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
P00159,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
P84029,ECO:0000269,Mitochondrion intermembrane space,Mitochondrion
P30323,ECO:0000269,Cell membrane,Cell.membrane
P86899,ECO:0000269,Secreted,Extracellular
P32898,ECO:0000269,Mitochondrion intermembrane space,Mitochondrion
P82869,ECO:0000269,Plastid,Plastid
Q9SSA5,ECO:0000269,Plastid,Plastid
Q6Q151,ECO:0000269,Nucleus,Nucleus
P52013,ECO:0000269,Cytoplasm,Cytoplasm
Q9LY75,ECO:0000269,Nucleus,Nucleus
Q9LY75,ECO:0000269,Nucleus speckle,Nucleus
Q8IFM8,ECO:0000269,Secreted,Extracellular
Q8IFM8,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q8IFM8,ECO:0000269,Cell membrane,Cell.membrane
Q717R9,ECO:0000269,Cytoplasm,Cytoplasm
Q6T6T4,ECO:0000269,Secreted,Extracellular
Q98967,ECO:0000269,Secreted,Extracellular
P13494,ECO:0000269,Secreted,Extracellular
P0C1R3,ECO:0000269,Secreted,Extracellular
P81885,ECO:0000269,Secreted,Extracellular
B5A9S9,ECO:0000269,Secreted,Extracellular
Q9UTG8,ECO:0000269,Nucleus,Nucleus
Q9UTG8,ECO:0000269,Cytoplasm,Cytoplasm
Q9UTG8,ECO:0000269,Chromosome,Nucleus
P36162,ECO:0000269,Nucleus,Nucleus
P36162,ECO:0000269,Cytoplasm,Cytoplasm
P36162,ECO:0000269,Chromosome,Nucleus
P69850,ECO:0000269,Nucleus,Nucleus
P69850,ECO:0000269,Cytoplasm,Cytoplasm
P69850,ECO:0000269,Chromosome,Nucleus
P69851,ECO:0000269,Nucleus,Nucleus
P69851,ECO:0000269,Cytoplasm,Cytoplasm
P69851,ECO:0000269,Chromosome,Nucleus
Q9HDZ6,ECO:0000269,Nucleus,Nucleus
Q9HDZ6,ECO:0000269,Cytoplasm,Cytoplasm
Q9HDZ6,ECO:0000269,Chromosome,Nucleus
P47178,ECO:0000269,Secreted,Extracellular
P47178,ECO:0000269,Membrane,Cell.membrane
Q9VBW9,ECO:0000269,Nucleus,Nucleus
Q9VMD0,ECO:0000269,Cytoplasm,Cytoplasm
Q9VMD0,ECO:0000269,Nucleus,Nucleus
Q9VMD0,ECO:0000269,Chromosome,Nucleus
Q9UER7,ECO:0000269,Cytoplasm,Cytoplasm
Q9UER7,ECO:0000269,Nucleus,Nucleus
Q9UER7,ECO:0000269,Chromosome,Nucleus
O35613,ECO:0000269,Cytoplasm,Cytoplasm
O35613,ECO:0000269,Nucleus,Nucleus
Q9NQZ3,ECO:0000269,Cytoplasm,Cytoplasm
Q9NQZ3,ECO:0000269,Nucleus,Nucleus
Q13117,ECO:0000269,Cytoplasm,Cytoplasm
Q13117,ECO:0000269,Nucleus,Nucleus
Q9NR90,ECO:0000269,Cytoplasm,Cytoplasm
Q9NR90,ECO:0000269,Nucleus,Nucleus
Q86SG3,ECO:0000269,Cytoplasm,Cytoplasm
Q86SG3,ECO:0000269,Nucleus,Nucleus
O57437,ECO:0000269,Cytoplasm,Cytoplasm
Q9BGN8,ECO:0000269,Cytoplasm,Cytoplasm
Q9BGN8,ECO:0000269,Nucleus,Nucleus
Q9YGW7,ECO:0000269,Cytoplasm,Cytoplasm
P27707,ECO:0000269,Nucleus,Nucleus
Q9SP32,ECO:0000269,Nucleus,Nucleus
O43012,ECO:0000269,Cytoplasm,Cytoplasm
O43012,ECO:0000269,Nucleus,Nucleus
Q805F9,ECO:0000269,Cytoplasm,Cytoplasm
Q805F9,ECO:0000269,Nucleus,Nucleus
Q16531,ECO:0000269,Cytoplasm,Cytoplasm
Q16531,ECO:0000269,Nucleus,Nucleus
O13807,ECO:0000269,Nucleus,Nucleus
Q6NQ88,ECO:0000269,Nucleus,Nucleus
Q92466,ECO:0000269,Nucleus,Nucleus
Q16832,ECO:0000269,Cell membrane,Cell.membrane
Q59X49,ECO:0000269,Secreted,Extracellular
Q95ZV7,ECO:0000269,Cell membrane,Cell.membrane
B6RGY0,ECO:0000269,Plastid,Plastid
Q5VNN5,ECO:0000269,Plastid,Plastid
Q5VNN5,ECO:0000269,Mitochondrion,Mitochondrion
P84156,ECO:0000269,Secreted,Extracellular
Q9Y7Q7,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y7Q7,ECO:0000269,Nucleus,Nucleus
Q9GZP9,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q96Q80,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
P83553,ECO:0000269,Secreted,Extracellular
P19427,ECO:0000269,Secreted,Extracellular
P45846,ECO:0000269,Secreted,Extracellular
P0CG12,ECO:0000269,Nucleus,Nucleus
Q5ACZ2,ECO:0000269,Secreted,Extracellular
Q5ACZ2,ECO:0000269,Cell membrane,Cell.membrane
Q05031,ECO:0000269,Cell membrane,Cell.membrane
Q5AFI4,ECO:0000269,Cell membrane,Cell.membrane
Q5AFI4,ECO:0000269,Secreted,Extracellular
P34125,ECO:0000269,Membrane,Cell.membrane
P23743,ECO:0000269,Cytoplasm,Cytoplasm
P20192,ECO:0000269,Cytoplasm,Cytoplasm
P51556,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y6T7,ECO:0000269,Cell membrane,Cell.membrane
Q9Y6T7,ECO:0000269,Cytoplasm,Cytoplasm
Q6NS52,ECO:0000269,Cell junction,Cell.membrane
Q6NS52,ECO:0000269,Cell membrane,Cell.membrane
Q16760,ECO:0000269,Membrane,Cell.membrane
Q16760,ECO:0000269,Cytoplasm,Cytoplasm
Q16760,ECO:0000269,Cell membrane,Cell.membrane
P52429,ECO:0000269,Membrane,Cell.membrane
P52429,ECO:0000269,Cytoplasm,Cytoplasm
Q15392,ECO:0000269,Endoplasmic reticulum membrane,Endoplasmic.reticulum
Q15392,ECO:0000269,Golgi apparatus membrane,Golgi.apparatus
P49448,ECO:0000269,Mitochondrion matrix,Mitochondrion
Q96HY7,ECO:0000269,Mitochondrion,Mitochondrion
O35286,ECO:0000269,Nucleus,Nucleus
O42945,ECO:0000269,Nucleus,Nucleus
O60231,ECO:0000269,Nucleus,Nucleus
O94518,ECO:0000269,Cytoplasm,Cytoplasm
Q06143,ECO:0000269,Mitochondrion inner membrane,Mitochondrion
Q55GS3,ECO:0000269,Secreted,Extracellular
Q9UPY3,ECO:0000269,Cytoplasm,Cytoplasm
P84962,ECO:0000269,Secreted,Extracellular
P71021,ECO:0000269,Cytoplasm,Cytoplasm
Q8CWP9,ECO:0000269,Cytoplasm,Cytoplasm
P16655,ECO:0000269,Cell membrane,Cell.membrane
P40564,ECO:0000269,Cytoplasm,Cytoplasm
Q9VPQ2,ECO:0000269,Nucleus,Nucleus
Q9VPQ2,ECO:0000269,Cell membrane,Cell.membrane
Q9VPQ2,ECO:0000269,Secreted,Extracellular
O01352,ECO:0000269,Nucleus,Nucleus
O01352,ECO:0000269,Mitochondrion,Mitochondrion
Q04216,ECO:0000269,Membrane,Cell.membrane
Q2FZW4,ECO:0000269,Cytoplasm,Cytoplasm
Q7GBF8,ECO:0000269,Nucleus,Nucleus
Q7GBF7,ECO:0000269,Nucleus,Nucleus
Q39009,ECO:0000269,Nucleus,Nucleus
Q61880,ECO:0000269,Chromosome,Nucleus
P25453,ECO:0000269,Nucleus,Nucleus
Q9VDW6,ECO:0000269,Cell membrane,Cell.membrane
Q9VDW6,ECO:0000269,Cytoplasm,Cytoplasm
Q9VDW3,ECO:0000269,Cell membrane,Cell.membrane
Q9VDW3,ECO:0000269,Cytoplasm,Cytoplasm
Q9Y222,ECO:0000269,Nucleus,Nucleus
Q8CE22,ECO:0000269,Nucleus,Nucleus
Q08274,ECO:0000269,Nucleus,Nucleus
Q8TDJ6,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q8BPN8,ECO:0000269,Cytoplasmic vesicle,Lysosome/Vacuole
Q9XHH2,ECO:0000269,Cytoplasm,Cytoplasm
P00639,ECO:0000269,Secreted,Extracellular
P60904,ECO:0000269,Membrane,Cell.membrane
Q99615,ECO:0000269,Cytoplasm,Cytoplasm
Q99615,ECO:0000269,Nucleus,Nucleus
Q9QYI3,ECO:0000269,Cytoplasm,Cytoplasm
Q9HGM9,ECO:0000269,Cytoplasm,Cytoplasm
O75937,ECO:0000269,Nucleus,Nucleus
